000001,AAA,100
000002,AAA,100
000003,AAA,100
000004,AAA,100
000005,AAA,100
000006,AAA,100
000007,AAA,100
000008,AAA,100
000009,AAA,100
000010,AAA,100
000011,AAA,100
000012,AAA,100
000013,AAA,100
000014,AAA,100
000015,AAA,100
000016,AAA,100
000017,AAA,100
000018,AAA,100
000019,AAA,100
000020,AAA,100
000021,AAA,100
000022,AAA,100
000023,AAA,100
000024,AAA,100
000025,AAA,100
000026,AAA,100
000027,AAA,100
000028,AAA,100
000029,AAA,100
000030,AAA,100
000031,AAA,100
000032,AAA,100
000033,AAA,100
000034,AAA,100
000035,AAA,100
000036,AAA,100
000037,AAA,100
000038,AAA,100
000039,AAA,100
000040,AAA,100
000041,AAA,100
000042,AAA,100
000043,AAA,100
000044,AAA,100
000045,AAA,100
000046,AAA,100
000047,AAA,100
000048,AAA,100
000049,AAA,100
000050,AAA,100
000051,AAA,100
000052,AAA,100
000053,AAA,100
000054,AAA,100
000055,AAA,100
000056,AAA,100
000057,AAA,100
000058,AAA,100
000059,AAA,100
000060,AAA,100
000061,AAA,100
000062,AAA,100
000063,AAA,100
000064,AAA,100
000065,AAA,100
000066,AAA,100
000067,AAA,100
000068,AAA,100
000069,AAA,100
000070,AAA,100
000071,AAA,100
000072,AAA,100
000073,AAA,100
000074,AAA,100
000075,AAA,100
000076,AAA,100
000077,AAA,100
000078,AAA,100
000079,AAA,100
000080,AAA,100
000081,AAA,100
000082,AAA,100
000083,AAA,100
000084,AAA,100
000085,AAA,100
000086,AAA,100
000087,AAA,100
000088,AAA,100
000089,AAA,100
000090,AAA,100
000091,AAA,100
000092,AAA,100
000093,AAA,100
000094,AAA,100
000095,AAA,100
000096,AAA,100
000097,AAA,100
000098,AAA,100
000099,AAA,100
000100,AAA,100
000101,AAA,100
000102,AAA,100
000103,AAA,100
000104,AAA,100
000105,AAA,100
000106,AAA,100
000107,AAA,100
000108,AAA,100
000109,AAA,100
000110,AAA,100
000111,AAA,100
000112,AAA,100
000113,AAA,100
000114,AAA,100
000115,AAA,100
000116,AAA,100
000117,AAA,100
000118,AAA,100
000119,AAA,100
000120,AAA,100
000121,AAA,100
000122,AAA,100
000123,AAA,100
000124,AAA,100
000125,AAA,100
000126,AAA,100
000127,AAA,100
000128,AAA,100
000129,AAA,100
000130,AAA,100
000131,AAA,100
000132,AAA,100
000133,AAA,100
000134,AAA,100
000135,AAA,100
000136,AAA,100
000137,AAA,100
000138,AAA,100
000139,AAA,100
000140,AAA,100
000141,AAA,100
000142,AAA,100
000143,AAA,100
000144,AAA,100
000145,AAA,100
000146,AAA,100
000147,AAA,100
000148,AAA,100
000149,AAA,100
000150,AAA,100
000151,AAA,100
000152,AAA,100
000153,AAA,100
000154,AAA,100
000155,AAA,100
000156,AAA,100
000157,AAA,100
000158,AAA,100
000159,AAA,100
000160,AAA,100
000161,AAA,100
000162,AAA,100
000163,AAA,100
000164,AAA,100
000165,AAA,100
000166,AAA,100
000167,AAA,100
000168,AAA,100
000169,AAA,100
000170,AAA,100
000171,AAA,100
000172,AAA,100
000173,AAA,100
000174,AAA,100
000175,AAA,100
000176,AAA,100
000177,AAA,100
000178,AAA,100
000179,AAA,100
000180,AAA,100
000181,AAA,100
000182,AAA,100
000183,AAA,100
000184,AAA,100
000185,AAA,100
000186,AAA,100
000187,AAA,100
000188,AAA,100
000189,AAA,100
000190,AAA,100
000191,AAA,100
000192,AAA,100
000193,AAA,100
000194,AAA,100
000195,AAA,100
000196,AAA,100
000197,AAA,100
000198,AAA,100
000199,AAA,100
000200,AAA,100
000201,AAA,100
000202,AAA,100
000203,AAA,100
000204,AAA,100
000205,AAA,100
000206,AAA,100
000207,AAA,100
000208,AAA,100
000209,AAA,100
000210,AAA,100
000211,AAA,100
000212,AAA,100
000213,AAA,100
000214,AAA,100
000215,AAA,100
000216,AAA,100
000217,AAA,100
000218,AAA,100
000219,AAA,100
000220,AAA,100
000221,AAA,100
000222,AAA,100
000223,AAA,100
000224,AAA,100
000225,AAA,100
000226,AAA,100
000227,AAA,100
000228,AAA,100
000229,AAA,100
000230,AAA,100
000231,AAA,100
000232,AAA,100
000233,AAA,100
000234,AAA,100
000235,AAA,100
000236,AAA,100
000237,AAA,100
000238,AAA,100
000239,AAA,100
000240,AAA,100
000241,AAA,100
000242,AAA,100
000243,AAA,100
000244,AAA,100
000245,AAA,100
000246,AAA,100
000247,AAA,100
000248,AAA,100
000249,AAA,100
000250,AAA,100
000251,AAA,100
000252,AAA,100
000253,AAA,100
000254,AAA,100
000255,AAA,100
000256,AAA,100
000257,AAA,100
000258,AAA,100
000259,AAA,100
000260,AAA,100
000261,AAA,100
000262,AAA,100
000263,AAA,100
000264,AAA,100
000265,AAA,100
000266,AAA,100
000267,AAA,100
000268,AAA,100
000269,AAA,100
000270,AAA,100
000271,AAA,100
000272,AAA,100
000273,AAA,100
000274,AAA,100
000275,AAA,100
000276,AAA,100
000277,AAA,100
000278,AAA,100
000279,AAA,100
000280,AAA,100
000281,AAA,100
000282,AAA,100
000283,AAA,100
000284,AAA,100
000285,AAA,100
000286,AAA,100
000287,AAA,100
000288,AAA,100
000289,AAA,100
000290,AAA,100
000291,AAA,100
000292,AAA,100
000293,AAA,100
000294,AAA,100
000295,AAA,100
000296,AAA,100
000297,AAA,100
000298,AAA,100
000299,AAA,100
000300,AAA,100
000301,AAA,100
000302,AAA,100
000303,AAA,100
000304,AAA,100
000305,AAA,100
000306,AAA,100
000307,AAA,100
000308,AAA,100
000309,AAA,100
000310,AAA,100
000311,AAA,100
000312,AAA,100
000313,AAA,100
000314,AAA,100
000315,AAA,100
000316,AAA,100
000317,AAA,100
000318,AAA,100
000319,AAA,100
000320,AAA,100
000321,AAA,100
000322,AAA,100
000323,AAA,100
000324,AAA,100
000325,AAA,100
000326,AAA,100
000327,AAA,100
000328,AAA,100
000329,AAA,100
000330,AAA,100
000331,AAA,100
000332,AAA,100
000333,AAA,100
000334,AAA,100
000335,AAA,100
000336,AAA,100
000337,AAA,100
000338,AAA,100
000339,AAA,100
000340,AAA,100
000341,AAA,100
000342,AAA,100
000343,AAA,100
000344,AAA,100
000345,AAA,100
000346,AAA,100
000347,AAA,100
000348,AAA,100
000349,AAA,100
000350,AAA,100
000351,AAA,100
000352,AAA,100
000353,AAA,100
000354,AAA,100
000355,AAA,100
000356,AAA,100
000357,AAA,100
000358,AAA,100
000359,AAA,100
000360,AAA,100
000361,AAA,100
000362,AAA,100
000363,AAA,100
000364,AAA,100
000365,AAA,100
000366,AAA,100
000367,AAA,100
